RMS_X,RMS_Y,RMS_Z,Kurtosis_X,Kurtosis_Y,Kurtosis_Z,Velocity_ISO,Board_Temp,Comm_Health,Tipo
31.4827,15.3396,12.3815,2.1799,2.3963,2.6718,14.976,69.4,100,Papel
22.38790597596873,10.792215389479816,9.537350303,2.319396780346777,2.5184452106729656,2.792918522723863,8.812964045,70,100,Papel
31.5387,15.3857,8.3571,1.9962,1.9896,2.7028,16.9435,68.9,100,Normal
40.27856659178765,21.200022250835545,11.555691408949626,1.853813169856955,1.913124134314812,2.538601359991949,20.983002327635724,68.9,100,Normal
31.48641859674571,17.89396118624488,8.503656038413702,2.2251587186862705,2.344761492041413,2.708244843404075,15.91175978677322,68.9,100,Normal
0,0,0,2.896472174517196,3.0332413912850686,2.9894028489509488,0,68.3,100,Apagado
33.188436402273375,20.729720205631637,9.050967994769522,2.048762001496479,2.083459265,2.4283015138104957,18.704697882265023,68.9,100,Normal
0,0,0.1709,3,3,3,0,68.3,100,Apagado
20.573284602337825,14.395367504991317,10.405460002776772,2.310847222324077,2.466366147774475,2.674864536381361,6.758078320763726,69.4,100,Papel
21.66720330673612,10.78464583,8.506866798435686,2.2307423340557224,2.406701874,2.7059878282201684,9.670873077,69.4,100,Papel
39.198800874511065,19.97883479940144,11.585922210369954,2.400366264635836,2.233008649471824,2.4930023122971776,19.93557072989279,69.4,100,Normal
0,0,0.1570364747902197,3.045361380767847,3.0259746481268675,3.065602866568217,0.062728011,67.8,100,Apagado
30.17040717591872,17.423720716232936,8.645366299,2.1750232775869485,2.298025025719176,2.701821872586959,16.529456213129478,68.9,100,Normal
19.3279,12.6288,7.739,2.2717,2.4543,2.7324,6.5791,69.4,100,Papel
28.96068055721085,17.319744809924153,7.695628389677037,2.071737762305662,2.230958053580485,2.661482225644592,15.284092872021011,69.4,100,Normal
23.30742043834593,13.519278986805045,11.05264702317992,2.256418983220887,2.465749183117406,2.7810594793790755,10.199299003526468,70,100,Papel
34.361492465797184,18.905616708843933,9.802817107226245,2.074552489,2.232142729949519,2.526371745650154,17.77703494109328,68.9,100,Normal
28.0233,13.7422,11.0806,2.189,2.3642,2.742,13.6763,70,100,Papel
22.803923616151994,11.83589377323112,7.077117789275751,1.7466359495461194,1.8943986608412928,2.3901727503792487,11.445501569536452,68.9,100,Normal
14.1324,9.3314,5.61,2.1228,2.1216,2.6064,6.2677,68.9,100,Normal
0,0,0,3.0472519901826525,2.9884665481567474,2.919220155799392,0,68.3,100,Apagado
0,0,0.1718719751102836,2.931151934580043,2.993982390193217,3.119390542706673,0.068296466,67.8,100,Apagado
24.021220125785973,11.270218008527443,8.597240358490957,2.268594663354473,2.297292569,2.820620448537178,11.00999666659728,70,100,Papel
0,0,0.1547040051931703,3.039639728650124,3.100160389581757,2.995815373612932,0.064502644,68.3,100,Apagado
0,0,0.099332688,2.9655283776430714,2.962854778289824,3.0368088885171245,0.033108126,67.8,100,Apagado
0,0,0,3,3,3,0,68.3,100,Apagado
0,0,0,3.029376027982583,3.0533975863251293,3.0650714246758044,0,67.2,100,Apagado
0,0,0,2.9809228085093187,2.924434202017048,3.019082562343068,0,67.8,100,Apagado
0,0,0.2117004904819625,2.9607195952265384,2.9834277947412446,3.050154036048525,0.086434359,67.8,100,Apagado
0,0,0,2.9807422809894115,2.9133507398267087,2.924742123968321,0,67.8,100,Apagado
0,0,0.1620560102636758,3.050391029184676,3.0426594732243464,2.943136728,0.063832235,67.8,100,Apagado
36.860554291537895,20.29469083273331,10.674089226190826,21.720306748000603,16.434637544370386,39.65423733906389,20.349463707829177,68.3,99,Normal
25.090871559169766,11.910789264869686,8.181613077401975,2.075961654,2.390257871088992,2.657502681057525,14.123677467885814,70,100,Papel
47.14928107213228,23.679884099464857,13.29958591045436,1.7875884291003692,1.7839331517585988,2.559609071,26.925405131397945,68.9,100,Normal
26.344270883703217,14.448726192513824,11.87580413335869,2.221682135614913,2.455519291750686,2.808780349729607,13.04254177640258,70,100,Papel
0,0.16,0.0934,3,3,3,0.0645,67.8,100,Apagado
18.620590139983623,10.593594633558023,8.867302632081675,2.3136396723007304,2.5254038808776995,2.871477647161033,7.457246942277792,70,100,Papel
20.400339595149497,10.896312500240294,8.313737153694186,2.2497802787102774,2.302088863724149,2.892222666099576,9.728188577982127,70,100,Papel
28.458379999195525,17.362129781772165,10.51261863998391,2.0225042342817554,2.070703993469428,2.707749778563173,16.684145515050226,68.9,100,Normal
14.66634639750045,9.971428129627826,5.189048160772115,1.9433499803449803,1.9681035290500533,2.6029700034239878,7.243189037246732,69.4,100,Normal
0,0.1541784390065684,0,3.0129392520000406,2.997938355942024,3.0338533943660995,0.06521346,67.8,95,Apagado
32.8648,20.5827,9.028,1.9798,2.0394,2.4328,18.3606,68.9,100,Normal
18.95268835944171,9.881316699087163,9.026003439874856,2.130070012755693,2.313211077693892,2.907000754936379,6.885966062768198,70,100,Papel
0,0,0,2.970767397421607,2.980103857769767,3.0779196389852648,0,68.3,100,Apagado
27.24898767611944,14.973172355726229,13.054186586494268,2.0451142522465804,2.1340266177674545,2.8102132746501147,15.06516225,69.4,100,Papel
14.545223167713932,8.998427787575256,6.796970321848638,2.197329142265349,2.443419774928767,2.5004665914203263,6.6918309203662725,70,100,Papel
0,0,0,3.0476353760367947,2.9439883709372285,2.920708385361259,0,67.8,100,Apagado
14.391598922093724,9.624768483587124,5.345836567782597,1.842207648608262,1.939420562449356,2.5476544128235243,7.230630166478575,69.4,100,Normal
26.79282607346266,14.165320650630765,12.193827976611844,2.323910652,2.410013121645148,2.763966079990421,12.633031146485775,70,100,Papel
25.782505649192625,15.82542344074386,9.210418926,1.869097283605744,2.0491342606007223,2.2536821133179403,14.297480579222167,68.9,100,Normal
0,0,0,3.0368244821874586,3.0792034102883217,3.032196865200314,0,67.8,100,Apagado
31.07008601882576,18.60669743600199,8.658399091294779,2.1482359475842725,2.3468992246236224,2.6700873842760635,16.21355919569087,68.9,100,Normal
0,0,0,0,0,0,0,66.7,100,Apagado
0,0,0,2.923870962562927,3.0973888647539063,2.9443790934884797,0,68.3,100,Apagado
30.982,14.4995,12.53,2.1251,2.2282,2.5937,14.1316,70,100,Papel
0,0,0,2.993653456389576,3.1247829813327392,3.046404215340321,0,67.2,100,Apagado
32.324707910897345,10.718799951667538,11.869253235887903,2.1447306658157106,2.363293344088977,2.5681093755955344,18.461646957663945,69.4,100,Papel
9.132877075335662,7.5885816276014815,6.511087982752774,2.247461761978513,2.1538355366980118,2.8579841065841305,3.359119931132768,70,100,Papel
0,0,0,3.0924085841930875,2.9499248513856706,3.0693302924033983,0,67.2,83,Apagado
31.651301507496694,16.002565917093683,8.005385973420283,1.9752062207683008,2.0374095274365067,2.717199169497559,16.64695704485342,68.9,100,Normal
21.710858335013377,10.893350111768171,9.654211273397172,2.113134143912968,2.350083148425279,2.6255234633174407,10.96867609,70,100,Papel
22.42613933928129,10.884819565896557,9.721185479375963,2.414375385024896,2.5457074445623524,2.824238887603124,8.499611154707559,70,100,Papel
0,0,0.0002,3,3,3,0.0051,68.3,100,Apagado
29.3844,16.9272,7.8118,2.1392,2.2393,2.6698,15.5898,69.4,100,Normal
28.237156965016155,13.917276459527436,11.120908684437484,2.230281428427264,2.368615151469488,2.6833633585058894,13.381495702413652,70,100,Papel
26.61799891769988,11.77004936126591,10.793525667386207,2.2438329322407373,2.271357079663435,2.669192649725373,11.84797412,69.4,100,Papel
0,0,0.1996753574350223,3.113053549563567,2.972375618345708,2.975077767849917,0.078154172,66.7,100,Apagado
34.42200601791385,18.384316983401693,9.974952611,1.9210788984146132,1.9407764139043835,2.5473656951012797,18.38563279995391,68.9,100,Normal
15.6326,11.3028,4.643,1.9726,1.9609,1.9412,7.6518,69.4,100,Normal
26.590399171109013,12.73983770060334,8.789647316788615,2.022496524219309,1.951539097992228,2.574525793379623,14.380904946336994,68.9,100,Normal
22.583176245099207,12.267702424847249,5.396189148340092,1.9993481876451684,2.135669747835489,2.5242294232601217,12.418618380714712,68.9,100,Normal
0,0,0,3.0062162064430096,2.929286269607881,2.9423017681114287,0,67.2,100,Apagado
0,0,0,3.048223818768704,3.008855716036358,3.1281592390871795,0,68.3,100,Apagado
20.7416,12.9123,7.9119,1.8363,1.9204,2.454,11.5479,68.9,100,Normal
13.665855109890469,10.30757105,5.982185703785026,1.9986888141702277,1.928633291726561,2.14432688,6.372204715,68.9,100,Normal
0,0,0.1592852424445912,3.019386503535705,3.067494800634249,2.965666293034949,0.060607358,67.8,100,Apagado
0,0,0,2.980724473081713,3.066397458228855,2.9924025098657703,0,68.3,100,Apagado
31.793124403979128,17.583936399479455,8.848528115995533,2.1861456951432863,2.316461734237928,2.7522641503039758,16.490424711829625,68.9,100,Normal
21.066614730308448,10.63618686526177,9.751369095749398,2.1630250723430704,2.2952024362402383,2.732767131372861,10.733200590897804,70,100,Papel
0,0,0,0,0,0,0,66.7,100,Apagado
0,0,0,3.043700823481233,3.010121982566009,3.043081439908519,0,68.3,100,Apagado
0,0,0,3,3,3,0,67.8,100,Apagado
0,0,0.1614159621195202,3.0048068158816705,3.043017886907736,3.0255147226648065,0.064237484,68.3,100,Apagado
12.660103723210629,7.256288380314721,6.597767335496723,2.2255753370522555,2.404442060140858,2.8135122600358184,3.212844987825389,70,100,Papel
38.89401052727786,19.80382728629545,10.58616802274393,1.9271302680992044,1.931440517298737,2.3806155414080625,22.56856721,68.9,100,Normal
32.36477211855276,15.837526331005089,13.532794144342398,2.1755932211339752,2.502319172479897,2.714197756887345,16.30742966650783,70,100,Papel
41.95489087804288,19.81912099486152,11.433175107015398,2.0648405584659897,1.9374419590990184,2.472356751186091,23.911514305846097,68.9,100,Normal
